2-Apr,12:40:05,68.54°F,45.70%,69°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:40:07,68.54°F,45.70%,70°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:40:09,68.54°F,45.70%,70°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:40:11,68.54°F,45.70%,70°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:40:32,68.54°F,45.80%,70°F (Wall),69°F (Ambient2),Comfort
2-Apr,12:40:34,68.54°F,45.90%,69°F (Wall),69°F (Ambient2),Comfort
2-Apr,12:40:36,68.54°F,45.90%,70°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:40:38,68.54°F,45.90%,70°F (Wall),69°F (Ambient2),Comfort
2-Apr,12:40:40,68.54°F,45.90%,69°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:40:42,68.54°F,45.90%,67°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:40:44,68.54°F,45.90%,68°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:40:46,68.54°F,45.90%,68°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:40:48,68.54°F,46.00%,68°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:40:50,68.54°F,46.00%,68°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:40:52,68.54°F,46.00%,67°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:40:55,68.36°F,45.90%,67°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:40:57,68.54°F,46.00%,67°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:40:59,68.54°F,46.00%,68°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:41:01,68.54°F,46.00%,68°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:41:03,68.54°F,46.00%,68°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:41:05,68.54°F,46.00%,68°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:41:07,68.54°F,46.00%,67°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:41:09,68.54°F,46.00%,67°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:41:11,68.54°F,46.00%,67°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:41:13,68.54°F,46.00%,67°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:41:15,68.54°F,46.00%,67°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:41:17,68.54°F,46.00%,79°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:41:19,68.54°F,46.00%,79°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:41:21,68.36°F,45.90%,78°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:41:23,68.54°F,46.00%,81°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:41:25,68.54°F,46.00%,67°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:41:27,68.54°F,46.10%,67°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:41:29,68.36°F,46.00%,67°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:41:31,68.54°F,46.10%,67°F (Wall),70°F (Ambient2),Comfort
